School,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,student_count,students_with_any_loan,students_with_pell_grant,married,veteran,grad_students,undergrads_non_degree_seeking,full_program_cost,avg_month_completion,three_yrs_after_not_working_not_enrolled,three_yrs_after_working_not_enrolled,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate
Kansas State University,18285.0,,9289.0,0.9058,0.4455,,,,,,4509.0,261.0,,,,,924.0,2.0,47975.5,0.5845
Kansas Wesleyan University,,21804.0,5769.0,1.0,0.8132,,,,,,63.0,16.0,,,,,1200.0,1.0,47975.5,0.5845
Washburn Institute of Technology,11923.0,,,,0.2766,,,,,,,11.0,,,,,1200.0,3.0,27754.0,0.5845
Labette Community College,5753.0,,5687.0,0.2615,0.1084,,,,,,,244.0,,,,,1050.0,,36066.0,0.5845
Manhattan Area Technical College,13149.0,,4963.0,1.0,0.3308,,,,,,,463.0,,,,,2000.0,,27754.0,0.5845
Manhattan Christian College,,25199.0,5405.0,0.3939,0.6372,,,,,,,,,,,,2000.0,1.0,47975.5,0.5845
McPherson College,,23667.0,6601.0,0.6923,0.6995,,,,,,26.0,55.0,,,,,1420.0,1.0,47975.5,0.5845
MidAmerica Nazarene University,,26222.0,6313.0,0.9625,0.5896,,,,,,657.0,137.0,,,,,1514.0,5.0,47975.5,0.5845
Neosho County Community College,8552.0,,5148.0,0.3671,0.1657,,,,,,,839.0,,,,,1100.0,,27754.0,0.5845
North Central Kansas Technical College,12425.0,,4498.0,0.8065,0.4177,,,,,,,451.0,,,,,1790.0,,27754.0,0.5845
Northwest Kansas Technical College,10627.0,,5288.0,0.4366,0.3183,,,,,,,353.0,18897.0,17.0,,,,,27754.0,0.5845
Ottawa University-Ottawa,,24585.0,6335.0,0.9512,0.8881,,,,,,58.0,,,,,,1100.0,1.0,47975.5,0.5845
Ottawa University-Kansas City,,,4037.0,1.0,0.6006,,,,,,240.0,6.0,,,,,,,47975.5,0.5845
Pittsburg State University,14436.0,,7500.0,0.6964,0.5415,,,,,,1464.0,291.0,,,,,1000.0,5.0,47975.5,0.5845
Pratt Community College,7061.0,,5506.0,0.973,0.2083,,,,,,,560.0,,,,,2000.0,,27754.0,0.5845
Mount St. Mary's University,,27954.0,7945.0,1.0,0.6006,,,,,,464.0,67.0,,,,,1300.0,5.0,47975.5,0.5845
Salina Area Technical College,9292.0,,5544.0,0.3623,0.1168,,,,,,,515.0,,,,,999.0,,27754.0,0.5845
Seward County Community College,5222.0,,5323.0,0.5133,0.0674,,,,,,,740.0,,,,,800.0,,27754.0,0.5845
Southwestern College,4694.0,,9979.0,0.2446,0.0107,,,,,,,1392.0,,,,,1971.0,,36066.0,0.5845
Northeastern Junior College,13512.0,,5690.0,0.6933,0.3251,,,,,,,373.0,,,,,1800.0,,27754.0,0.5845
Tabor College,,24221.0,4766.0,1.0,0.7165,,,,,,65.0,58.0,,,,,1200.0,1.0,47975.5,0.5845
Washburn University,14481.0,,7563.0,0.6293,0.4329,,,,,,813.0,901.0,,,,,1000.0,,47975.5,0.5845
Wichita State University-Campus of Applied Sciences and Technology,11308.0,,4793.0,0.2143,0.2726,,,,,,,2389.0,,,,,1168.0,,27754.0,0.5845
Wichita State University-Campus of Applied Sciences and Technology,11308.0,,4793.0,0.2143,0.2726,,,,,,,2389.0,,,,,1168.0,,27754.0,0.5845
Wichita Technical Institute,,16926.0,4386.0,0.6316,0.8184,,,,,,,,19737.0,12.0,,,,,27754.0,0.5845
Alice Lloyd College,,14727.0,4971.0,0.6341,0.5431,,,,,,,,,,,,1400.0,1.0,47975.5,0.5845
Asbury University,,27631.0,6582.0,0.4796,0.6105,,,,,,216.0,140.0,,,,,1330.0,5.0,47975.5,0.5845
Asbury Theological Seminary,,,8711.0,1.0,,,,,,,1698.0,,,,,,,,,0.5845
Ashland Community and Technical College,5442.0,,5710.0,0.9859,0.3343,,,,,,,596.0,,,,,1000.0,,27754.0,0.5845
Barrett and Company School of Hair Design,,17016.0,,,0.5833,,,,,,,,19025.0,13.0,,,,,27754.0,0.5845
Bellarmine University,,23121.0,8113.0,0.4416,0.6027,,,,,,778.0,72.0,,,,,752.0,1.0,47975.5,0.5845
Berea College,,5184.0,8171.0,0.8586,0.2014,,,,,,,36.0,,,,,700.0,1.0,47975.5,0.5845
PJ's College of Cosmetology-Bowling Green,,12698.0,,,0.5986,,,,,,,,19716.0,15.0,,,,,27754.0,0.5845
Southcentral Kentucky Community and Technical College,5253.0,,4994.0,0.9153,0.178,,,,,,,1190.0,,,,,1000.0,,27754.0,0.5845
Brescia University,,12270.0,5582.0,0.4752,0.6815,,,,,,77.0,94.0,,,,,3000.0,5.0,47975.5,0.5845
Campbellsville University,,17689.0,5460.0,0.3886,0.4918,,,,,,7641.0,2019.0,,,,,1200.0,2.0,47975.5,0.5845
Bluegrass Community and Technical College,6082.0,,5689.0,0.9802,0.2447,,,,,,,1832.0,,,,,1000.0,,27754.0,0.5845
Centre College,,22251.0,8329.0,0.92,0.4498,,,,,,,10.0,,,,,1400.0,1.0,47975.5,0.5845
Clear Creek Baptist Bible College,,14486.0,4535.0,0.6923,0.0,,,,,,,25.0,,,,,1400.0,,47975.5,0.5845
Paul Mitchell the School-Lexington,,19413.0,,,0.4864,,,,,,,,19572.0,11.0,,,,,27754.0,0.5845
Galen College of Nursing-Louisville,,,5584.0,0.4507,0.8188,,,,,,18.0,,21875.0,36.0,,,,,36066.0,0.5845
University of the Cumberlands,,16894.0,5600.0,0.2922,0.428,,,,,,13092.0,539.0,,,,,1400.0,1.0,47975.5,0.5845
Eastern Kentucky University,14149.0,,7089.0,0.5768,0.5046,,,,,,2318.0,1080.0,,,,,1200.0,1.0,47975.5,0.5845
Elizabethtown Community and Technical College,5684.0,,5819.0,0.9063,0.1418,,,,,,,2501.0,,,,,1000.0,,27754.0,0.5845
Frontier Nursing University,,,7335.0,0.8889,,,,,,,2237.0,,,,,,,,,0.5845
Georgetown College,,17300.0,6348.0,0.6054,0.6847,,,,,,501.0,38.0,,,,,1250.0,1.0,47975.5,0.5845
PJ's College of Cosmetology-Glasgow,,15349.0,,,0.5915,,,,,,,,19966.0,15.0,,,,,27754.0,0.5845
Hazard Community and Technical College,4036.0,,6162.0,0.9545,0.1491,,,,,,,1641.0,,,,,1000.0,,27754.0,0.5845
Paul Mitchell the School-Louisville,,20402.0,,,0.5968,,,,,,,,18971.0,12.0,,,,,27754.0,0.5845
Henderson Community College,4848.0,,5751.0,1.0,0.191,,,,,,,651.0,,,,,1000.0,,27754.0,0.5845
Hopkinsville Community College,5738.0,,5128.0,0.9649,0.171,,,,,,,597.0,,,,,1000.0,,27754.0,0.5845
Jefferson Community and Technical College,6005.0,,5882.0,0.9403,0.1926,,,,,,,3897.0,,,,,1000.0,,27754.0,0.5845
Summit Salon Academy-Lexington,,9204.0,,,0.8167,,,,,,,,9095.0,8.0,,,,,27754.0,0.5845
American National University-Pikeville,,21119.0,3862.0,,0.8261,,,,,,,,,,,,,,27754.0,0.5845
Kentucky Mountain Bible College,,9614.0,1002.0,,0.4366,,,,,,,8.0,,,,,500.0,1.0,47975.5,0.5845
Kentucky State University,7076.0,,6729.0,0.8035,0.4958,,,,,,142.0,610.0,,,,,1300.0,1.0,47975.5,0.5845
Kentucky Wesleyan College,,18605.0,5407.0,0.5165,0.6265,,,,,,,28.0,,,,,1298.0,1.0,47975.5,0.5845
Eastern Kentucky University,14149.0,,7089.0,0.5768,0.5046,,,,,,2318.0,1080.0,,,,,1200.0,1.0,47975.5,0.5845
Kentucky Christian University,,19556.0,4806.0,0.3187,0.6066,,,,,,95.0,91.0,,,,,1200.0,1.0,47975.5,0.5845
Lexington Theological Seminary,,,5832.0,0.119,,,,,,,94.0,,,,,,,,,0.5845
Lindsey Wilson College,,15435.0,5604.0,0.5867,0.6917,,,,,,572.0,105.0,,,,,1000.0,,47975.5,0.5845
University of Louisville,16867.0,,8758.0,0.5488,0.3812,,,,,,5810.0,1557.0,,,,,1200.0,1.0,47975.5,0.5845
Louisville Presbyterian Theological Seminary,,,6525.0,1.0,,,,,,,152.0,,,,,,,,,0.5845
Madisonville Community College,5129.0,,6057.0,0.988,0.145,,,,,,,1897.0,,,,,1000.0,,27754.0,0.5845
Maysville Community and Technical College,5362.0,,5672.0,0.9773,0.21,,,,,,,1630.0,,,,,1000.0,,27754.0,0.5845
Midway University,,22706.0,6691.0,0.2171,0.6972,,,,,,216.0,24.0,,,,,1200.0,1.0,47975.5,0.5845
Morehead State University,12421.0,,6542.0,0.7453,0.4252,,,,,,696.0,3081.0,,,,,1440.0,1.0,47975.5,0.5845
Murray State University,11390.0,,6795.0,0.8078,0.4336,,,,,,1417.0,1343.0,,,,,1260.0,1.0,47975.5,0.5845
Gateway Community and Technical College,6231.0,,5407.0,0.8764,0.2127,,,,,,,1800.0,,,,,1000.0,,27754.0,0.5845
Northern Kentucky University,9049.0,,7946.0,0.97,0.4414,,,,,,3796.0,1986.0,,,,,800.0,1.0,47975.5,0.5845
West Kentucky Community and Technical College,5467.0,,5608.0,0.952,0.1309,,,,,,,2909.0,,,,,1000.0,,27754.0,0.5845
American National University-Pikeville,,21119.0,3862.0,,0.8261,,,,,,,,,,,,,,27754.0,0.5845
Big Sandy Community and Technical College,4628.0,,5932.0,0.8515,0.1792,,,,,,,491.0,,,,,1000.0,,27754.0,0.5845
Empire Beauty School-Chenoweth,,14729.0,,,0.5887,,,,,,,,19895.0,11.0,,,,,27754.0,0.5845
Empire Beauty School-Elizabethtown,,14528.0,,,0.5556,,,,,,,,19895.0,11.0,,,,,27754.0,0.5845
Empire Beauty School-Dixie,,14739.0,,,0.4331,,,,,,,,19895.0,11.0,,,,,27754.0,0.5845
Empire Beauty School-Florence,,14386.0,,,0.6188,,,,,,,,19895.0,11.0,,,,,27754.0,0.5845
Somerset Community College,4509.0,,5703.0,0.9597,0.2649,,,,,,,1699.0,,,,,1000.0,,27754.0,0.5845
Southeast Kentucky Community,4774.0,,6004.0,1.0,0.1284,,,,,,,1664.0,,,,,1000.0,,27754.0,0.5845
The Southern Baptist Theological Seminary,,,7226.0,1.0,0.0,,,,,,3245.0,95.0,,,,,1700.0,1.0,47975.5,0.5845
Spalding University,,25992.0,7590.0,0.6713,0.6411,,,,,,704.0,51.0,,,,,1650.0,5.0,47975.5,0.5845
Sullivan University,,22392.0,6312.0,0.3826,0.6993,,,,,,694.0,65.0,,,,,1800.0,,36066.0,0.5845
Thomas More University,,19161.0,6532.0,0.5714,0.5227,,,,,,208.0,491.0,,,,,,1.0,47975.5,0.5845
Transylvania University,,23906.0,7612.0,0.7798,0.5968,,,,,,,,,,,,1000.0,5.0,47975.5,0.5845
Pacific Union College,,21835.0,6351.0,0.9205,0.7817,,,,,,3.0,17.0,,,,,1971.0,1.0,47975.5,0.5845
Western Kentucky University,11962.0,,7713.0,0.6639,0.4115,,,,,,2276.0,2756.0,,,,,1000.0,1.0,47975.5,0.5845
Central Louisiana Technical Community College,7873.0,,4813.0,0.625,0.2121,,,,,,,1009.0,,,,,1220.0,,27754.0,0.5845
Ayers Career College,,22237.0,,,0.6624,,,,,,,,15900.0,9.0,,,,,27754.0,0.5845
Baton Rouge School of Computers,,19617.0,3042.0,,0.7538,,,,,,,,17304.0,8.0,,,,,27754.0,0.5845
Bossier Parish Community College,8905.0,,5122.0,0.6832,0.4937,,,,,,,694.0,,,,,1300.0,,27754.0,0.5845
Centenary College of Louisiana,,20740.0,7240.0,0.7,0.6377,,,,,,25.0,6.0,,,,,1300.0,1.0,47975.5,0.5845
Cloyd's Beauty School 1 Inc,,4021.0,,,0.0,,,,,,,,8600.0,15.0,,,,,27754.0,0.5845
Crescent City Bartending School,,14514.0,,,0.4449,,,,,,,,11950.0,8.0,,,,,27754.0,0.5845
Delgado Community College,10017.0,,5406.0,0.4451,0.4954,,,,,,,1030.0,,,,,1600.0,,27754.0,0.5845
Avery James School of Cosmetology,,16110.0,,,0.7544,,,,,,,,15660.0,13.0,,,,,27754.0,0.5845
Denham Springs Beauty School,,10721.0,,,0.4904,,,,,,,,15450.0,15.0,,,,,27754.0,0.5845
Dillard University,,17128.0,6472.0,0.5926,0.8786,,,,,,,10.0,,,,,1300.0,1.0,47975.5,0.5845
Nunez Community College,10146.0,,4769.0,0.4595,0.5403,,,,,,,371.0,,,,,1300.0,,27754.0,0.5845
Grambling State University,18516.0,,6352.0,0.9944,0.8584,,,,,,1079.0,,,,,,1800.0,5.0,47975.5,0.5845
Guy's Shreveport Academy of Cosmetology Inc,,15306.0,,,0.5086,,,,,,,,16989.0,11.0,,,,,27754.0,0.5845
ITI Technical College,,19906.0,3533.0,0.2949,0.7391,,,,,,,,,,,,1622.0,,36066.0,0.5845
John Jay Beauty College,,8508.0,,,0.0,,,,,,,,11700.0,13.0,,,,,27754.0,0.5845
Louisiana State University Health Sciences Center-New Orleans,,,8450.0,0.7032,0.442,,,,,,1899.0,,,,,,,,47975.5,0.5845
Louisiana State University-Alexandria,8413.0,,5955.0,0.5741,0.4646,,,,,,,488.0,,,,,1220.0,1.0,47975.5,0.5845
Louisiana State University-Eunice,10009.0,,5396.0,0.5827,0.4239,,,,,,,420.0,,,,,1300.0,,36066.0,0.5845
Louisiana State University Health Sciences Center-Shreveport,,,6185.0,0.9123,0.6429,,,,,,906.0,,,,,,,,47975.5,0.5845
Louisiana Academy of Beauty,,12501.0,,,0.1731,,,,,,,,14500.0,13.0,,,,,27754.0,0.5845
Louisiana State University and Agricultural & Mechanical College,15465.0,,10187.0,0.9099,0.3242,,,,,,5930.0,2120.0,,,,,1038.0,1.0,47975.5,0.5845
Opelousas School of Cosmetology,,10712.0,,,0.6316,,,,,,,,12000.0,14.0,,,,,27754.0,0.5845
Louisiana Tech University,12084.0,,7894.0,0.7379,0.3311,,,,,,1221.0,2148.0,,,,,1242.0,1.0,47975.5,0.5845
Loyola University New Orleans,,21486.0,8589.0,0.609,0.5926,,,,,,1195.0,129.0,,,,,1276.0,1.0,47975.5,0.5845
McNeese State University,12267.0,,6883.0,1.0,0.3564,,,,,,632.0,889.0,,,,,1300.0,1.0,47975.5,0.5845
Louisiana State University Health Sciences Center-New Orleans,,,8450.0,0.7032,0.442,,,,,,1899.0,,,,,,,,47975.5,0.5845
New Orleans Baptist Theological Seminary,,,6195.0,1.0,0.0,,,,,,1503.0,,,,,,960.0,,47975.5,0.5845
Nicholls State University,12247.0,,6338.0,1.0,0.4988,,,,,,585.0,291.0,,,,,1300.0,1.0,47975.5,0.5845
University of Louisiana at Monroe,10453.0,,7512.0,1.0,0.4122,,,,,,1725.0,1225.0,,,,,1300.0,1.0,47975.5,0.5845
Northwest Louisiana Technical Community College,10090.0,,4054.0,0.5545,0.0,,,,,,,105.0,,,,,1300.0,,27754.0,0.5845
Northwestern State University of Louisiana,12866.0,,6228.0,0.5976,0.4843,,,,,,1075.0,1634.0,,,,,1300.0,1.0,47975.5,0.5845
University of Holy Cross,,16466.0,7189.0,0.5532,0.5753,,,,,,327.0,75.0,,,,,1300.0,5.0,47975.5,0.5845
Franciscan Missionaries of Our Lady University,,17191.0,7625.0,1.0,0.5589,,,,,,276.0,51.0,,,,,1200.0,1.0,47975.5,0.5845
Pat Goins Benton Road Beauty School,,10098.0,,,0.5528,,,,,,,,18318.0,11.0,,,,,27754.0,0.5845
Celebrity Stylist Beauty School,,14950.0,,,0.5532,,,,,,,,16900.0,13.0,,,,,27754.0,0.5845
Pineville Beauty School,,9873.0,,,0.0,,,,,,,,12760.0,16.0,,,,,27754.0,0.5845
Saint Joseph Seminary College,,30272.0,3383.0,0.7949,0.1329,,,,,,,,,,,,1300.0,,47975.5,0.5845
LaSalle Tech,,17040.0,,,0.9302,,,,,,,,18694.0,16.0,,,,,27754.0,0.5845
Fletcher Technical Community College,8999.0,,4724.0,0.4155,0.3235,,,,,,,311.0,,,,,1200.0,,27754.0,0.5845
Remington College-Lafayette Campus,,21577.0,2514.0,,0.6685,,,,,,,,,,,,0.0,,27754.0,0.5845
SOWELA Technical Community College,8191.0,,5075.0,0.5408,0.0,,,,,,,991.0,,,,,1300.0,,27754.0,0.5845
Stevensons Academy of Hair Design,,4472.0,,,0.0,,,,,,,,14550.0,13.0,,,,,27754.0,0.5845
Southeastern Louisiana University,12171.0,,6774.0,0.8186,0.4242,,,,,,963.0,2196.0,,,,,1300.0,1.0,47975.5,0.5845
Southern University at New Orleans,7632.0,,6099.0,0.6338,0.8247,,,,,,415.0,204.0,,,,,1300.0,1.0,47975.5,0.5845
Southern University at Shreveport,8878.0,,4848.0,0.5379,0.5522,,,,,,,510.0,,,,,1600.0,,36066.0,0.5845
University of Louisiana at Lafayette,12487.0,,8280.0,0.7928,0.46,,,,,,2330.0,964.0,,,,,1300.0,1.0,47975.5,0.5845
Northshore Technical Community College,7012.0,,4797.0,0.6243,0.2379,,,,,,,2235.0,,,,,1300.0,,27754.0,0.5845
Tulane University of Louisiana,,37841.0,12224.0,0.638,0.2586,,,,,,4943.0,,,,,,1200.0,1.0,47975.5,0.5845
Xavier University of Louisiana,,19715.0,9058.0,0.8617,0.6676,,,,,,795.0,32.0,,,,,1300.0,1.0,47975.5,0.5845
College of the Atlantic,,20048.0,8534.0,1.0,0.503,,,,,,5.0,5.0,,,,,600.0,3.0,47975.5,0.5845
Bates College,,29321.0,11496.0,0.863,0.2091,,,,,,,,,,,,900.0,3.0,47975.5,0.5845
Beal University,,,2212.0,,0.1965,,,,,,,,26750.0,24.0,,,,,36066.0,0.5845
Bowdoin College,,21910.0,12316.0,0.8626,0.1761,,,,,,,3.0,,,,,840.0,3.0,47975.5,0.5845
Maine College of Health Professions,,16172.0,6312.0,0.3226,0.9266,,,,,,,,,,,,1200.0,1.0,36066.0,0.5845
Central Maine Community College,7029.0,,6142.0,0.2536,0.2757,,,,,,,975.0,,,,,1400.0,,36066.0,0.5845
Colby-Sawyer College,,26983.0,7230.0,1.0,0.7183,,,,,,4.0,14.0,,,,,2000.0,3.0,47975.5,0.5845
Eastern Maine Community College,10259.0,,6700.0,0.2748,0.3518,,,,,,,878.0,,,,,1400.0,,36066.0,0.5845
Kennebec Valley Community College,7693.0,,6304.0,0.3684,0.3203,,,,,,,915.0,,,,,1400.0,,36066.0,0.5845
The Landing School,,22799.0,7057.0,,0.377,,,,,,,,,,,,2246.0,,27754.0,0.5845
University of Maine at Augusta,10631.0,,7341.0,0.3775,0.4155,,,,,,,1134.0,,,,,1200.0,,47975.5,0.5845
University of Maine at Farmington,14548.0,,7299.0,0.6648,0.6745,,,,,,256.0,107.0,,,,,900.0,3.0,47975.5,0.5845
University of Maine at Fort Kent,11589.0,,6788.0,0.3721,0.3077,,,,,,,704.0,,,,,1000.0,5.0,47975.5,0.5845
University of Maine at Augusta,10631.0,,7341.0,0.3775,0.4155,,,,,,,1134.0,,,,,1200.0,,47975.5,0.5845
Maine Maritime Academy,23239.0,,12242.0,0.729,0.7794,,,,,,14.0,1.0,,,,,1000.0,1.0,47975.5,0.5845
University of Maine at Presque Isle,10637.0,,7158.0,0.4714,0.3026,,,,,,,638.0,,,,,900.0,2.0,47975.5,0.5845
Antioch University-New England,,,5030.0,,,,,,,,858.0,,,,,,,,,0.5845
Northern Maine Community College,9206.0,,6336.0,0.6,0.2873,,,,,,,271.0,,,,,1400.0,,36066.0,0.5845
Empire Beauty School-Maine,,15259.0,,,0.4194,,,,,,,,20375.0,11.0,,,,,27754.0,0.5845
Maine College of Art,,32293.0,5913.0,0.2162,0.8133,,,,,,65.0,5.0,,,,,1250.0,3.0,47975.5,0.5845
Saint Joseph's College of Maine,,26929.0,6232.0,1.0,0.6486,,,,,,670.0,41.0,,,,,1200.0,5.0,47975.5,0.5845
Spa Tech Institute-Westbrook,,13482.0,,,0.5811,,,,,,,,18319.0,12.0,,,,,27754.0,0.5845
Southern Maine Community College,10647.0,,6827.0,0.236,0.2608,,,,,,,1463.0,,,,,1400.0,,36066.0,0.5845
University of Southern Maine,12339.0,,8841.0,0.3556,0.4388,,,,,,1754.0,1420.0,,,,,600.0,1.0,47975.5,0.5845
Thomas Edison State University,,,,,0.2015,,,,,,683.0,290.0,,,,,1700.0,,47975.5,0.5845
Unity College,,26080.0,6166.0,0.4327,0.8993,,,,,,144.0,3.0,,,,,500.0,2.0,47975.5,0.5845
Washington County Community College,6153.0,,6247.0,0.46,0.2132,,,,,,,128.0,,,,,1400.0,,27754.0,0.5845
Allegany College of Maryland,10274.0,,5588.0,0.5593,0.3513,,,,,,,765.0,,,,,1540.0,,36066.0,0.5845
Anne Arundel Community College,14506.0,,7470.0,0.2196,0.0915,,,,,,,2379.0,,,,,1262.0,,36066.0,0.5845
Award Beauty School,,15023.0,,,0.7727,,,,,,,,23645.0,13.0,,,,,27754.0,0.5845
Baltimore Studio of Hair Design,,16661.0,,,1.0,,,,,,,,19615.0,15.0,,,,,27754.0,0.5845
Baltimore City Community College,5750.0,,6994.0,0.4093,0.0,,,,,,,418.0,,,,,2500.0,,36066.0,0.5845
University of Baltimore,21183.0,,11008.0,0.5438,0.4687,,,,,,2379.0,59.0,,,,,1600.0,1.0,47975.5,0.5845
Bowie State University,15934.0,,8653.0,0.4333,0.5965,,,,,,944.0,142.0,,,,,2500.0,5.0,47975.5,0.5845
Capitol Technology University,,23992.0,6831.0,0.1538,0.53,,,,,,340.0,9.0,,,,,1600.0,1.0,47975.5,0.5845
Cecil College,8085.0,,6761.0,0.2621,0.1631,,,,,,,528.0,,,,,2400.0,,36066.0,0.5845
College of Southern Maryland,8205.0,,8281.0,0.9449,0.0776,,,,,,,621.0,,,,,1214.0,,36066.0,0.5845
Chesapeake College,4005.0,,6286.0,0.3105,0.0,,,,,,,549.0,,,,,986.0,,36066.0,0.5845
Washington Adventist University,,18796.0,5633.0,0.2347,0.6365,,,,,,133.0,126.0,,,,,1200.0,1.0,47975.5,0.5845
Coppin State University,11686.0,,8119.0,0.5,0.6169,,,,,,341.0,39.0,,,,,800.0,1.0,47975.5,0.5845
Delmarva Beauty Academy,,22201.0,,,0.6316,,,,,,,,20725.0,13.0,,,,,27754.0,0.5845
North American Trade Schools,,15778.0,,,0.9252,,,,,,,,18664.0,10.0,,,,,27754.0,0.5845
Frederick Community College,5816.0,,7329.0,0.2629,0.0797,,,,,,,1783.0,,,,,1200.0,,36066.0,0.5845
Frostburg State University,16676.0,,7333.0,0.6801,0.5255,,,,,,749.0,337.0,,,,,1500.0,1.0,47975.5,0.5845
Garrett College,8011.0,,6378.0,0.44,0.5,,,,,,,166.0,,,,,1400.0,,36066.0,0.5845
Goucher College,,25716.0,8004.0,0.3813,0.5528,,,,,,719.0,10.0,,,,,1200.0,5.0,47975.5,0.5845
Hagerstown Community College,7908.0,,6392.0,0.3604,0.2563,,,,,,,863.0,,,,,1843.0,,36066.0,0.5845
Harford Community College,7886.0,,6396.0,0.3211,0.112,,,,,,,1223.0,,,,,1300.0,,36066.0,0.5845
Hood College,,23767.0,7820.0,0.4215,0.6767,,,,,,876.0,20.0,,,,,1248.0,2.0,47975.5,0.5845
Howard Community College,9823.0,,7756.0,0.2332,0.1131,,,,,,,779.0,,,,,2400.0,,36066.0,0.5845
Aveda Institute-Maryland,,19163.0,,,0.7917,,,,,,,,19750.0,11.0,,,,,27754.0,0.5845
Johns Hopkins University,,29342.0,14576.0,0.9689,0.2929,,,,,,20823.0,527.0,,,,,1250.0,1.0,47975.5,0.5845
Loyola University Maryland,,36594.0,8891.0,0.9439,0.5242,,,,,,1548.0,23.0,,,,,1250.0,3.0,47975.5,0.5845
University of Maryland Global Campus,14288.0,,7573.0,0.0559,0.1891,,,,,,12119.0,3274.0,,,,,0.0,,47975.5,0.5845
University of Maryland Baltimore,,,11635.0,0.4407,0.44,,,,,,5949.0,11.0,,,,,,,47975.5,0.5845
University of Maryland-Baltimore County,19082.0,,10545.0,0.643,0.3599,,,,,,2542.0,105.0,,,,,1600.0,1.0,47975.5,0.5845
University of Maryland-College Park,19045.0,,13652.0,0.7883,0.3025,,,,,,10232.0,606.0,,,,,1250.0,1.0,47975.5,0.5845
Maryland Institute College of Art,,38921.0,8886.0,1.0,0.4209,,,,,,478.0,9.0,,,,,1500.0,1.0,47975.5,0.5845
University of Maryland Eastern Shore,16980.0,,8662.0,0.7083,0.6347,,,,,,553.0,63.0,,,,,2000.0,1.0,47975.5,0.5845
Fortis Institute-Towson,,22497.0,,,0.6085,,,,,,,,16407.0,11.0,,,,,27754.0,0.5845
Montgomery Beauty School,,16360.0,,,0.9185,,,,,,,,23645.0,13.0,,,,,27754.0,0.5845
Montgomery College,9650.0,,9118.0,0.3504,0.0955,,,,,,,4320.0,,,,,1792.0,,36066.0,0.5845
Morgan State University,17619.0,,9348.0,0.6862,0.6778,,,,,,1302.0,12.0,,,,,2000.0,1.0,47975.5,0.5845
